channel_name,Channel Link,channel_id,Subscribers,Average Daily Views
C채널방송 : 설교,https://vling.net/channel/UC9Ac9DjBEmNqjAYxf8V1HPA,UC9Ac9DjBEmNqjAYxf8V1HPA,157000,10802
KT&G 상상마당,https://vling.net/channel/UCYYIYzVd-pW6V8hMeYDS1zw,UCYYIYzVd-pW6V8hMeYDS1zw,15900,3650
WEDARAK,https://vling.net/channel/UCRgXErYOtPB8oWdrVFtYe1Q,UCRgXErYOtPB8oWdrVFtYe1Q,32300,13273
속보이는이야기,https://vling.net/channel/UCmDH7_qQUCjEy406-51F1lg,UCmDH7_qQUCjEy406-51F1lg,46700,14531
초심 백은종(서울의소리) ,https://vling.net/channel/UC6-_qtQxwpyoNQYdmQ_-tnA,UC6-_qtQxwpyoNQYdmQ_-tnA,102000,6131
궁금한 Y,https://vling.net/channel/UCkdZR7sBajCG_-oiZt6kj6A,UCkdZR7sBajCG_-oiZt6kj6A,493000,328769
땡초스님TV,https://vling.net/channel/UCl0-6OJUDhsmAuK2mXvz2cg,UCl0-6OJUDhsmAuK2mXvz2cg,39300,337
기도외침,https://vling.net/channel/UCjTmeOhOtlG_V078xcPEOvg,UCjTmeOhOtlG_V078xcPEOvg,13300,2030
국방연대기,https://vling.net/channel/UCExG7Dp0Fe0bIr_1d17oEwg,UCExG7Dp0Fe0bIr_1d17oEwg,29200,12923
입국열차,https://vling.net/channel/UC4AGnZFRiHL_H1xeGv4ivlw,UC4AGnZFRiHL_H1xeGv4ivlw,26700,101011
뉴파수,https://vling.net/channel/UCHAFKz5o1w-NxUoSi_IbEbA,UCHAFKz5o1w-NxUoSi_IbEbA,28000,6455
믿음의 이야기,https://vling.net/channel/UCnLVodHhzl0Ok1HNC4k-9YQ,UCnLVodHhzl0Ok1HNC4k-9YQ,15300,93
Togen,https://vling.net/channel/UCu5Xmf25CLa6h9XkqtPC9OA,UCu5Xmf25CLa6h9XkqtPC9OA,34100,9985
반석 위에 세운 집,https://vling.net/channel/UCxfO1RnUDcJ3cMC-KTABfMQ,UCxfO1RnUDcJ3cMC-KTABfMQ,17400,4863
손상대TV2,https://vling.net/channel/UCI788NxeJn_gr5GlzmnD3vw,UCI788NxeJn_gr5GlzmnD3vw,636000,129440
친절한 하나씨 (남북하나재단),https://vling.net/channel/UCdLfuBBYkZAW5B_VB0uO6xg,UCdLfuBBYkZAW5B_VB0uO6xg,28300,2718
채널M,https://vling.net/channel/UCoiydSu2BG9axZmoY8zpQrg,UCoiydSu2BG9axZmoY8zpQrg,43700,5940
은혜와진리교회- 조용목 목사 전용채널,https://vling.net/channel/UCKEiqXHJlap3vKkAyaVgqsg,UCKEiqXHJlap3vKkAyaVgqsg,26400,4756
JBC뉴스,https://vling.net/channel/UCSdNAaZWxb4uQmqOpCAsJSw,UCSdNAaZWxb4uQmqOpCAsJSw,133000,4682
Jesus Centered Church 예수중심교회,https://vling.net/channel/UC67VGYk8R2-_hjTc8-ORaew,UC67VGYk8R2-_hjTc8-ORaew,39200,9293
김경국 TV,https://vling.net/channel/UCUFxsBn6wIRsfW0GaiOgRuw,UCUFxsBn6wIRsfW0GaiOgRuw,163000,110597
"Newsong Guide, Church of God",https://vling.net/channel/UCG1wAHkfxi_zBxo3cL6dohg,UCG1wAHkfxi_zBxo3cL6dohg,34400,55181
우애국tv,https://vling.net/channel/UCoFnzdoqp9wFGKCs62-48fg,UCoFnzdoqp9wFGKCs62-48fg,41100,8937
백두야담,https://vling.net/channel/UCoorELrgYg5UqrKBqcUQZXg,UCoorELrgYg5UqrKBqcUQZXg,16700,9936
조선생만신TV,https://vling.net/channel/UC_GVZ-N9OjLNhPOfCnRkuOA,UC_GVZ-N9OjLNhPOfCnRkuOA,54100,8292
사법정의TV,https://vling.net/channel/UC5TUntj-j6u6XjXUh7UgAqg,UC5TUntj-j6u6XjXUh7UgAqg,46100,970
정의당 TV,https://vling.net/channel/UC4KdOy46f0HCJBqTiq7MLPg,UC4KdOy46f0HCJBqTiq7MLPg,16100,1456
최인호TV,https://vling.net/channel/UCX4LFdCjFXMaCPbRH1omP6Q,UCX4LFdCjFXMaCPbRH1omP6Q,115000,7537
최국튜브,https://vling.net/channel/UCS7oapzKYfu85wuEtWWHk8A,UCS7oapzKYfu85wuEtWWHk8A,375000,46318
예술의전당,https://vling.net/channel/UCUn8h6aG6rCM1zvXKIuNpVQ,UCUn8h6aG6rCM1zvXKIuNpVQ,15600,396
PMC필그림선교교회,https://vling.net/channel/UCJdG2TNRGVbBNZEzzhnv6uA,UCJdG2TNRGVbBNZEzzhnv6uA,24800,1197
Danye Sophia,https://vling.net/channel/UClvQiB_TfCBHtEPDQ4TW-gg,UClvQiB_TfCBHtEPDQ4TW-gg,38900,273
비서실장 강훈식,https://vling.net/channel/UCMKz8kR5MUN-uHB2_Jy_swg,UCMKz8kR5MUN-uHB2_Jy_swg,102000,10536
살림에딱,https://vling.net/channel/UCDn7sa_54Nr-45o1ymAr3Ug,UCDn7sa_54Nr-45o1ymAr3Ug,12300,119
양이원영 TV,https://vling.net/channel/UCCjtWjrTVwxUHK3G27c-_aQ,UCCjtWjrTVwxUHK3G27c-_aQ,15100,68
부흥TV 장경동 목사,https://vling.net/channel/UCeeTu4laojSVP5rnIqOdXVQ,UCeeTu4laojSVP5rnIqOdXVQ,263000,49044
품격있는하루,https://vling.net/channel/UClVYZXBtUkebR7oKAqmTZ0w,UClVYZXBtUkebR7oKAqmTZ0w,12900,3613
안산 주님의 교회,https://vling.net/channel/UCri0m81wzUNH5Euw-D9E3CA,UCri0m81wzUNH5Euw-D9E3CA,13400,656
사주풀이 준철학관,https://vling.net/channel/UCQg_Y9uQBKfC-CCBMdksrVw,UCQg_Y9uQBKfC-CCBMdksrVw,66500,7798
OMMACHARITY,https://vling.net/channel/UC4dpGYZ0CcSIC7JWNRaPBaw,UC4dpGYZ0CcSIC7JWNRaPBaw,47400,14433
환경스페셜,https://vling.net/channel/UCbypT5enDzdGE7cLEY19WiA,UCbypT5enDzdGE7cLEY19WiA,235000,65032
함께 가자TV ,https://vling.net/channel/UC8RK_zork4w2mBR5AcuklrQ,UC8RK_zork4w2mBR5AcuklrQ,11600,82
"삼토크(시사, 경제, 건강)",https://vling.net/channel/UCeUk5Xb8MyzpwvwjCo-_XKg,UCeUk5Xb8MyzpwvwjCo-_XKg,16300,3686
불꽃뉴스tv,https://vling.net/channel/UCryNZ5KZZlZPaW02cc5K-pw,UCryNZ5KZZlZPaW02cc5K-pw,111000,46496
썰이빛나는밤에,https://vling.net/channel/UCOZnrJilN9FsL8pGd0by6xg,UCOZnrJilN9FsL8pGd0by6xg,594000,369908
진짜살길,https://vling.net/channel/UC7O-tKLkDwUI_7i-B0bJqiA,UC7O-tKLkDwUI_7i-B0bJqiA,144000,10424
조정훈,https://vling.net/channel/UCf8h3rgyIyV2_wmF5TiR85g,UCf8h3rgyIyV2_wmF5TiR85g,182000,9123
성모울타리,https://vling.net/channel/UCuNHpwi2p6Pkocfx9J8rKpw,UCuNHpwi2p6Pkocfx9J8rKpw,19800,618
세모튜브 - 세계모든반응,https://vling.net/channel/UChVVN2RScvKk896qf7jMT-w,UChVVN2RScvKk896qf7jMT-w,236000,27054
 김운선TV,https://vling.net/channel/UCbQFiILpsCJXgRrzCbj35Tw,UCbQFiILpsCJXgRrzCbj35Tw,115000,1828
베트남국제결혼(퍼펙트),https://vling.net/channel/UChWMMbVGsai-zyuRYWFJTUQ,UChWMMbVGsai-zyuRYWFJTUQ,84100,2563
미디어워치TV,https://vling.net/channel/UCY8i60Jd_DPyqOB_AJut2vw,UCY8i60Jd_DPyqOB_AJut2vw,383000,3260
"ASEZ WAO, World Mission Society Church of God",https://vling.net/channel/UCxA8J3oAkhdKp6MKP5rTRQA,UCxA8J3oAkhdKp6MKP5rTRQA,47600,2462
박형준의 생각TV,https://vling.net/channel/UC__DzFJxR5EaaFwG46_xHcQ,UC__DzFJxR5EaaFwG46_xHcQ,109000,817
베트남처갓집 국제결혼,https://vling.net/channel/UChPb2ojqlwCY40kH7vpupeQ,UChPb2ojqlwCY40kH7vpupeQ,14200,6628
감동재구성,https://vling.net/channel/UC5lIEpjseQnTrzJP9NPeZhw,UC5lIEpjseQnTrzJP9NPeZhw,11100,16618
달리는 사연트럭,https://vling.net/channel/UCedztchYFm7opif2T12b45A,UCedztchYFm7opif2T12b45A,101000,137084
아이스튜디오,https://vling.net/channel/UC_pOKLycxyVwNneMVjfMBUA,UC_pOKLycxyVwNneMVjfMBUA,219000,58184
안철수와 팬들,https://vling.net/channel/UCPpAT7NOrsIFoIQXk0aPKOA,UCPpAT7NOrsIFoIQXk0aPKOA,30000,654
천천TV,https://vling.net/channel/UCgXvncRS45_kZYDGPUEMGtg,UCgXvncRS45_kZYDGPUEMGtg,65800,1038
무당이,https://vling.net/channel/UCoasowahM0evdJXbh5GFYoA,UCoasowahM0evdJXbh5GFYoA,36300,52822
신토불이 신피디,https://vling.net/channel/UC1kQ1lTmjgiitlGatoga5ZQ,UC1kQ1lTmjgiitlGatoga5ZQ,59000,8692
이선옥TV,https://vling.net/channel/UC4Kvr3lHWx-mLff7MsjMdfg,UC4Kvr3lHWx-mLff7MsjMdfg,23500,208
KBS스모킹건,https://vling.net/channel/UC-e1jt_Mu-9V7Eft-NEocrg,UC-e1jt_Mu-9V7Eft-NEocrg,215000,101028
템플스테이 Korean Templestay,https://vling.net/channel/UC_j58ieR6a-fqo3sKjW-GUA,UC_j58ieR6a-fqo3sKjW-GUA,27100,1237
하늘팟 skypod,https://vling.net/channel/UCy-iyBvtLsdYNWi_309NHzw,UCy-iyBvtLsdYNWi_309NHzw,86900,12053
더메시지랩The Message LAB,https://vling.net/channel/UCsQ04jYF1mxuzVlMVVPR62Q,UCsQ04jYF1mxuzVlMVVPR62Q,257000,43945
안양갈멜산금식기도원,https://vling.net/channel/UCsfJejqyYnEz2NchNfIcMjw,UCsfJejqyYnEz2NchNfIcMjw,22900,2277
만물상자TV [전쟁의 신],https://vling.net/channel/UCbgGRffxm74LGKMVXXUsOZQ,UCbgGRffxm74LGKMVXXUsOZQ,107000,10506
이웃집풍경,https://vling.net/channel/UCAukknCxSsm6VGJIH1JESuQ,UCAukknCxSsm6VGJIH1JESuQ,31300,9566
차길영의 신앙 교육칼럼,https://vling.net/channel/UCoMw-WG9r7YTQQ7Ep8s-R0w,UCoMw-WG9r7YTQQ7Ep8s-R0w,30900,16569
GOODTV NEWS,https://vling.net/channel/UCMZdTd5PlNg2jwSGBABlaqw,UCMZdTd5PlNg2jwSGBABlaqw,25800,16005
다비TV,https://vling.net/channel/UCOFiCgFirqos-JreYkw2uOA,UCOFiCgFirqos-JreYkw2uOA,52800,11027
길튼교회,https://vling.net/channel/UCq8aYAGVTCKkBDos4PnIwkA,UCq8aYAGVTCKkBDos4PnIwkA,79700,13382
믿음의 빛,https://vling.net/channel/UCM2cDYZJdYbu14UftWHo6Iw,UCM2cDYZJdYbu14UftWHo6Iw,136000,13777
역사의 비밀,https://vling.net/channel/UCkAxDKuQCVZoRZDJt9C9AgA,UCkAxDKuQCVZoRZDJt9C9AgA,22100,6575
장윤선의 취재편의점,https://vling.net/channel/UCAVVxLmPDFkSTROPue8ZrRA,UCAVVxLmPDFkSTROPue8ZrRA,769000,251155
한동훈,https://vling.net/channel/UCris9QMbviXz-Zh__wA4JFA,UCris9QMbviXz-Zh__wA4JFA,249000,326608
경남TV - 경상남도 공식 유튜브,https://vling.net/channel/UCiGeWRkwZJL1ZH_1ImaZwmg,UCiGeWRkwZJL1ZH_1ImaZwmg,298000,9506
중앙성결교회,https://vling.net/channel/UCx1JYOy9Y4MujQyy5qwZKtw,UCx1JYOy9Y4MujQyy5qwZKtw,14700,1135
법륜스님의 하루,https://vling.net/channel/UCBytBQbm4CcEwHNBRoZmvCg,UCBytBQbm4CcEwHNBRoZmvCg,51500,8508
생활성서사,https://vling.net/channel/UCYqj-Z1LhisC9nAXMv-ZBWw,UCYqj-Z1LhisC9nAXMv-ZBWw,17000,3106
가톨릭신문,https://vling.net/channel/UCvbex9jMX6WqPOcZt8DGDhg,UCvbex9jMX6WqPOcZt8DGDhg,41500,4656
한동훈 도토리 연합,https://vling.net/channel/UC9fo9LngIBqKAI1RSM9ySzg,UC9fo9LngIBqKAI1RSM9ySzg,68100,4339
정권쨩의 라이트빤치 국가브리핑,https://vling.net/channel/UCD9qMCDBgYfGXLc1uLFII9g,UCD9qMCDBgYfGXLc1uLFII9g,15000,8576
BugsBoy - BB TV,https://vling.net/channel/UC_Vri4o2R5zDXGiTIrnKAaQ,UC_Vri4o2R5zDXGiTIrnKAaQ,38100,1105
인사이트 뷰 TV 정치시사경제,https://vling.net/channel/UClfnwyDy1janeAYc4Pssk8g,UClfnwyDy1janeAYc4Pssk8g,130000,2297
히스토리,https://vling.net/channel/UCRLM0MWS7m8vXzQ_5z2e7fA,UCRLM0MWS7m8vXzQ_5z2e7fA,971000,56036
신이말해줌,https://vling.net/channel/UC9pqnztZBUTADtN3_7t5h7g,UC9pqnztZBUTADtN3_7t5h7g,111000,79192
중국어로 [路],https://vling.net/channel/UCxV6HwAqpzkAN1J2s9LolgQ,UCxV6HwAqpzkAN1J2s9LolgQ,470000,229576
빅딜,https://vling.net/channel/UCOE66D_Ewpd8zgzTalJ5Qtg,UCOE66D_Ewpd8zgzTalJ5Qtg,12300,23135
석만tv,https://vling.net/channel/UCk_wbRpseBwMr32EhkFaDdw,UCk_wbRpseBwMr32EhkFaDdw,36700,16371
야담정자,https://vling.net/channel/UCNg1sSXB6MptseKW0FnYLYg,UCNg1sSXB6MptseKW0FnYLYg,11400,31415
극한직업,https://vling.net/channel/UC7OPpm1HecRakm7r5Nyqagg,UC7OPpm1HecRakm7r5Nyqagg,11300,57295
이완배의 하모니,https://vling.net/channel/UCOc8PJrQQhQCcevrletsUIQ,UCOc8PJrQQhQCcevrletsUIQ,18600,3340
향기나는로또체리,https://vling.net/channel/UCHHE2qSYZBmhCoi88x06Hdw,UCHHE2qSYZBmhCoi88x06Hdw,13300,22495
KBS HUMAN : 뭉클티비,https://vling.net/channel/UC6wiUwl7dPhZOAM92lGgKPg,UC6wiUwl7dPhZOAM92lGgKPg,1940000,409673
양희삼TV - 카타콤,https://vling.net/channel/UChzToabVCo8vGbmLT7EKqDQ,UChzToabVCo8vGbmLT7EKqDQ,84200,11340
하늘비전교회,https://vling.net/channel/UCutZ0BY-hJHq6bKV2a6SuqQ,UCutZ0BY-hJHq6bKV2a6SuqQ,14100,2084
jungbub2013,https://vling.net/channel/UC6e43Z5P_ThOnz7XaSe5zpw,UC6e43Z5P_ThOnz7XaSe5zpw,101000,17603
이정훈TV,https://vling.net/channel/UCOEIN_ctFYohnDLjX7g-e4Q,UCOEIN_ctFYohnDLjX7g-e4Q,186000,15424
